2.500E+3	1.7830	6.210E-3	1.7830	4.910E-3	1.7822	3.420E-3	1.7789	1.550E-3
5.000E+3	1.7843	4.490E-3	1.7843	3.300E-3	1.7831	2.100E-3	1.7779	9.610E-4
1.000E+4	1.7852	3.240E-3	1.7852	2.220E-3	1.7838	1.290E-3	1.7773	5.950E-4
2.000E+4	1.7862	2.340E-3	1.7861	1.490E-3	1.7839	7.930E-4	1.7772	3.690E-4
3.200E+4	1.7866	1.880E-3	1.7863	1.140E-3	1.7840	5.700E-4	1.7772	2.670E-4
3.500E+4	1.7868	1.740E-3	1.7864	1.060E-3	1.7840	5.350E-4	1.7772	2.510E-4
4.000E+4	1.7869	1.500E-3	1.7865	9.480E-4	1.7840	4.820E-4	1.7772	2.290E-4
4.500E+4	1.7870	1.320E-3	1.7865	8.500E-4	1.7840	4.380E-4	1.7772	2.110E-4
5.000E+4	1.7870	1.160E-3	1.7865	7.660E-4	1.7840	4.080E-4	1.7772	1.960E-4
6.000E+4	1.7871	8.800E-4	1.7865	6.300E-4	1.7339	3.500E-4	1.7772	1.730E-4
7.000E+4	1.7871	6.950E-4	1.7865	5.200E-4	1.7838	3.200E-4	1.7772	1.550E-4
9.000E+4	1.7872	4.640E-4	1.7865	3.840E-4	1.7837	2.550E-4	1.7772	1.310E-4
1.110E+5	1.7872	3.400E-4	1.7865	2.960E-4	1.7837	2.120E-4	1.7772	1.130E-4
1.200E+5	1.7872	3.110E-4	1.7865	2.700E-4	1.7837	2.000E-4	1.7772	1.060E-4
1.300E+5	1.7872	2.940E-4	1.7865	2.520E-4	1.7837	1.860E-4	1.7772	9.900E-5
1.400E+5	1.7872	2.790E-4	1.7865	2.440E-4	1.7837	1.750E-4	1.7772	9.300E-5
1.500E+5	1.7872	2.700E-4	1.7865	2.360E-4	1.7837	1.660E-4	1.7772	8.730E-5
1.600E+5	1.7872	2.640E-4	1.7865	2.300E-4	1.7837	1.560E-4	1.7772	8.300E-5
1.700E+5	1.7872	2.580E-4	1.7865	2.280E-4	1.7837	1.490E-4	1.7772	7.870E-5
1.800E+5	1.7872	2.520E-4	1.7865	2.250E-4	1.7837	1.440E-4	1.7772	7.500E-5
2.000E+5	1.7872	2.490E-4	1.7865	2.200E-4	1.7837	1.350E-4	1.7772	6.830E-5
2.500E+5	1.7872	2.540E-4	1.7865	2.160E-4	1.7837	1.210E-4	1.7772	5.600E-5
2.900E+5	1.7872	2.640E-4	1.7865	2.170E-4	1.7837	1.160E-4	1.7772	4.960E-5
3.200E+5	1.7872	2.740E-4	1.7865	2.200E-4	1.7837	1.160E-4	1.7772	4.550E-5
3.500E+5	1.7872	2.890E-4	1.7865	2.250E-4	1.7837	1.170E-4	1.7772	4.210E-5
3.800E+5	1.7872	3.050E-4	1.7865	2.320E-4	1.7837	1.200E-4	1.7772	3.910E-5
4.000E+5	1.7872	3.150E-4	1.7865	2.390E-4	1.7837	1.230E-4	1.7772	3.760E-5
4.500E+5	1.7872	3.460E-4	1.7865	2.600E-4	1.7837	1.320E-4	1.7772	3.400E-5
5.000E+5	1.7872	3.820E-4	1.7865	2.860E-4	1.7837	1.440E-4	1.7772	3.100E-5
6.000E+5	1.7872	4.620E-4	1.7865	3.560E-4	1.7837	1.680E-4	1.7772	2.640E-5
6.400E+5	1.7872	5.000E-4	1.7865	3.830E-4	1.7837	1.800E-4	1.7772	2.510E-5
6.800E+5	1.7872	5.500E-4	1.7865	4.150E-4	1.7837	1.900E-4	1.7772	2.430E-5
7.200E+5	1.7872	5.950E-4	1.7865	4.450E-4	1.7837	2.090E-4	1.7772	2.390E-5
7.600E+5	1.7872	6.470E-4	1.7865	4.760E-4	1.7837	2.160E-4	1.7772	2.370E-5
8.000E+5	1.7372	6.920E-4	1.7865	5.080E-4	1.7837	2.290E-4	1.7772	2.380E-5
8.400E+5	1.7872	7.420E-4	1.7865	5.400E-4	1.7837	2.400E-4	1.7772	2.400E-5
9.000E+5	1.7872	8.200E-4	1.7865	5.860E-4	1.7837	2.600E-4	1.7772	2.460E-5
1.000E+6	1.7872	9.700E-4	1.7865	6.780E-4	1.7837	2.920E-4	1.7772	2.660E-5
2.000E+6	1.7872	1.950E-3	1.7865	1.280E-3	1.7837	6.100E-4	1.7772	4.450E-5
5.000E+6	1.7872	5.780E-3	1.7865	3.550E-3	1.7840	1.020E-3	1.7772	8.700E-5
8.600E+6	1.7880	9.700E-3	1.7872	5.600E-3	1.7845	1.810E-3	1.7780	1.320E-4
